id	class	method	parent	size	flags	nullable	visibility	non-primitive-return	uri
1	com.netflix.config.DynamicIntegerSetProperty	DynamicIntegerSetProperty(java.lang.String,java.lang.String)	0	2	[false, false]	false	public	false	file:///Users/nima/Developer/NullAwayFixer/Projects/zuul/zuul-core/src/main/java/com/netflix/config/DynamicIntegerSetProperty.java
2	com.netflix.config.DynamicIntegerSetProperty	DynamicIntegerSetProperty(java.lang.String,java.lang.String,java.lang.String)	0	3	[false, false, false]	false	public	false	file:///Users/nima/Developer/NullAwayFixer/Projects/zuul/zuul-core/src/main/java/com/netflix/config/DynamicIntegerSetProperty.java
3	com.netflix.config.DynamicIntegerSetProperty	DynamicIntegerSetProperty(java.lang.String,java.util.Set<java.lang.Integer>)	0	2	[false, false]	false	public	false	file:///Users/nima/Developer/NullAwayFixer/Projects/zuul/zuul-core/src/main/java/com/netflix/config/DynamicIntegerSetProperty.java
4	com.netflix.config.DynamicIntegerSetProperty	DynamicIntegerSetProperty(java.lang.String,java.util.Set<java.lang.Integer>,java.lang.String)	0	3	[false, false, false]	false	public	false	file:///Users/nima/Developer/NullAwayFixer/Projects/zuul/zuul-core/src/main/java/com/netflix/config/DynamicIntegerSetProperty.java
5	com.netflix.config.DynamicIntegerSetProperty	from(java.lang.String)	6	1	[false]	false	protected	true	file:///Users/nima/Developer/NullAwayFixer/Projects/zuul/zuul-core/src/main/java/com/netflix/config/DynamicIntegerSetProperty.java
7	com.netflix.config.PatternListStringProperty	PatternListStringProperty(java.lang.String,java.lang.String)	0	2	[false, false]	false	public	false	file:///Users/nima/Developer/NullAwayFixer/Projects/zuul/zuul-core/src/main/java/com/netflix/config/PatternListStringProperty.java
8	com.netflix.config.PatternListStringProperty	derive(java.lang.String)	9	1	[false]	false	protected	true	file:///Users/nima/Developer/NullAwayFixer/Projects/zuul/zuul-core/src/main/java/com/netflix/config/PatternListStringProperty.java
10	com.netflix.netty.common.Http1ConnectionCloseHandler	write(io.netty.channel.ChannelHandlerContext,java.lang.Object,io.netty.channel.ChannelPromise)	11	3	[false, false, false]	false	public	false	file:///Users/nima/Developer/NullAwayFixer/Projects/zuul/zuul-core/src/main/java/com/netflix/netty/common/Http1ConnectionCloseHandler.java
12	com.netflix.netty.common.Http1ConnectionCloseHandler	userEventTriggered(io.netty.channel.ChannelHandlerContext,java.lang.Object)	13	2	[false, false]	false	public	false	file:///Users/nima/Developer/NullAwayFixer/Projects/zuul/zuul-core/src/main/java/com/netflix/netty/common/Http1ConnectionCloseHandler.java
14	com.netflix.netty.common.Http1ConnectionCloseHandler	closeChannel(io.netty.channel.ChannelHandlerContext,com.netflix.netty.common.ConnectionCloseType,io.netty.channel.ChannelPromise)	0	3	[false, false, false]	false	protected	false	file:///Users/nima/Developer/NullAwayFixer/Projects/zuul/zuul-core/src/main/java/com/netflix/netty/common/Http1ConnectionCloseHandler.java
